Price,Size,Baths,Bedrooms,Fireplace,Acres,Age
142.21200,1.9820000,1,3,0,2,133
134.86500,1.6760000,1.5,3,1,0.38,14
118.00700,1.6940000,2,3,1,0.96,15
138.29700,1.8000000,1,2,1,0.48,49
129.47000,2.0880000,1,3,1,1.84,29
206.51200,1.4560000,2,3,0,0.98,10
50.709000,0.96000000,1.5,2,0,0.01,12
108.79400,1.4640000,1,2,0,0.11,87
68.353000,1.2160000,1,2,0,0.61,101
123.26600,1.6320000,1.5,3,0,0.23,14
309.80800,2.2700000,2.5,3,1,4.05,9
157.94600,1.8040000,2.5,3,1,0.43,0
80.248000,1.6000000,1.5,3,0,0.36,16
135.70800,1.4600000,2,2,0,0.18,17
173.72300,1.5480000,2,3,1,0.36,0
140.51000,1.5900000,2.5,3,1,0.42,0
122.22100,1.1700000,1.5,4,0,3,26
151.91700,1.5100000,2.5,3,1,0.39,0
235.10500,2.2990000,2.5,4,1,0.8,6
259.99900,2.5770000,2.5,4,1,0.77,1
211.51700,2.3280000,2.5,4,1,0.85,10
102.06800,1.1720000,2.5,3,1,0.85,73
128.44000,1.5540000,1.5,3,0,4.87,103
115.65900,1.2420000,2,3,1,0.72,30
145.58300,1.3760000,2,3,1,0.46,25
116.28900,1.1070000,1,3,1,0.46,43
238.79200,2.2500000,2.5,4,1,2.48,10
221.92500,2.4720000,2,4,0,0.62,183
310.69600,2.8430000,2.5,4,1,0.71,5
139.07900,1.4000000,1.5,3,1,1,35
109.57800,1.3420000,1,2,1,0.57,41
65.325000,0.81300000,1,2,0,0.39,68
89.893000,1.4800000,2.5,2,1,0.29,14
87.588000,1.3920000,1,2,0,0.24,17
132.31100,1.5120000,1.5,3,1,0.25,13
131.41100,1.5120000,1.5,3,1,0.05,13
158.86300,1.6960000,2.5,3,1,0.71,5
130.49000,1.5950000,2,3,1,0.22,6
88.207000,1.4800000,1.5,3,0,0.07,14
178.76700,2.2910000,2.5,4,1,0.1,0
148.24600,1.3910000,2,3,0,0.04,12
205.07300,2.5010000,2.5,4,0,0.07,0
185.32300,1.6620000,2,3,0,0.5,0
71.904000,0.95700000,1,3,0,0.19,45
82.556000,1.4800000,1.5,3,1,0.1,14
199.68400,2.2750000,2.5,4,0,2.17,0
122.22100,1.4400000,1,3,1,2.12,32
81.762000,1.0080000,1,3,0,0.33,41
84.291000,1.4800000,2.5,2,1,0.07,14
206.51200,2.1160000,2.5,3,1,2.17,0
105.36300,1.1000000,1,3,1,0.2,93
45.004000,0.96000000,1,2,0,0.54,11
62.105000,1.2280000,1,2,0,0.31,53
103.50800,1.5600000,1.5,3,1,0.88,16
157.51300,2.1640000,2,3,1,0.69,183
79.893000,2.6340000,2.5,4,0,0.24,83
88.770000,1,1,3,0,0.52,91
115.31200,0.91200000,1,2,0,0.46,14
118.95200,1.5720000,1.5,3,0,1.61,16
103.86100,1.7000000,1,3,1,0.46,25
112.64900,1.3500000,1.5,3,0,0.46,26
127.38500,1.4160000,1.5,3,0,0.37,11
153.12900,1.5600000,2,3,1,1,4
143.80800,1.5720000,1.5,3,0,0.46,7
133.06700,1.3260000,2,4,0,0.46,7
226.74200,1.9890000,2,3,1,1,247
98.652000,1.1580000,1.5,3,0,0.86,14
111.39400,1.2720000,1.5,3,0,0.34,1
101.41800,1.8520000,2,4,1,0.92,37
139.21900,2.3080000,3,2,0,0.45,5
115.24800,1.7000000,2,2,0,0.69,15
99.574000,1.6280000,1.5,2,1,0.32,30
224.81800,2.7380000,2.5,2,1,0.76,12
108.45900,1.2920000,1.5,3,0,0.34,25
107.91900,1.0560000,2,2,0,0.52,7
45.904000,1.3280000,1,4,0,0.19,103
83.617000,1.2720000,1.5,4,0,0.19,115
154.72300,1.9440000,2.5,3,0,2.13,0
101.25800,1.2320000,1,3,1,0.72,43
118.94900,1.1640000,2,3,0,0.52,5
128.71700,1.2150000,1.5,3,0,0.23,41
136.37900,1.4860000,2.5,3,0,0.38,0
124.36700,1.2720000,1.5,3,0,0.34,1
62.938000,1.0640000,1,3,0,0.13,95
172.01600,1.5470000,2,3,0,0.72,11
106.52400,1.1480000,1,3,0,0.35,7
147.41200,1.8210000,2.5,3,0,1,0
111.22100,1.0560000,1,3,0,0.81,27
75.862000,0.99500000,1,3,0,0.38,47
109.57800,1.1760000,2,3,0,0.64,5
119.16600,0.91200000,1,2,0,0.11,68
185.31800,1.5000000,1.5,4,1,0.58,208
104.74900,1.8520000,1,4,0,0.1,147
44.674000,1.2140000,1,3,0,0.14,103
80.540000,1.3800000,1.5,2,0,0.13,0
93.773000,1.3240000,1.5,3,0,0.19,5
109.99900,1.2180000,1.5,3,1,1.43,0
16.858000,1.6290000,1,3,0,0.76,180
114.32600,1.0530000,1,3,1,1,41
106.52400,1.3080000,1,2,0,1.35,17
160.99500,1.3440000,1.5,2,1,4,15
139.07900,1.6080000,1,3,1,0.44,63
59.003000,3.2850000,2,5,0,0.42,233
147.42500,1.5820000,1.5,3,0,0.35,11
144.69500,1.6420000,2,3,1,0.4,11
130.22900,1.2480000,2,3,0,0.35,11
119.84000,1.4110000,1,3,1,0.38,48
129.72300,1.5930000,1,3,1,1.8,63
133.59500,1.6660000,2.5,3,1,0.2,1
126.31100,1.4710000,2.5,3,0,0.08,4
167.69300,1.8760000,2.5,3,1,0.34,1
103.95800,1.4860000,1.5,3,0,0.1,16
155.48800,1.7470000,2.5,3,0,0.36,1
152.11200,1.5120000,2.5,3,1,0.36,18
228.61900,2.5270000,2.5,4,1,0.46,1
139.43500,1.6660000,2.5,3,0,0.19,0
161.92300,1.4560000,2,3,1,0.75,1
261.01100,3.0150000,2.5,4,1,0.46,1
120.11500,0.96700000,2,4,0,1.2,55
153.01300,1.7200000,2,4,1,0.72,31
298.92300,3.5150000,2.5,4,1,0.51,0
271.79100,2.8150000,2.5,4,1,0.48,1
126.49800,0.72000000,1,3,0,1,113
267.73100,3.0010000,2.5,5,1,0.66,0
181.97900,1.8220000,2.5,3,1,0.47,4
145.66300,1.6660000,2.5,3,1,0.2,1
128.27300,1.3430000,2.5,2,1,0.12,15
106.52400,1.1440000,1,2,1,0.18,16
101.99700,1.2140000,1.5,2,0,0.2,17
110.96300,1.8880000,1,3,1,0.47,18
147.62500,1.6680000,2,2,0,0.19,16
466.04400,3.8530000,2.5,4,1,0.54,5
116.32100,1.4860000,1.5,3,0,0.1,16
194.88000,2.2780000,2.5,4,1,0.45,0
143.29400,1.3600000,1,4,0,0.92,53
387.65200,3.5040000,2.5,5,1,0.9,0
240.89000,1.9210000,2,3,1,0.46,0
260.46000,3.7260000,2.5,4,1,2.31,3
90.354000,0.91200000,1.5,2,0,0.16,16
192.69400,2.0790000,2.5,3,0,0.44,11
102.80100,1.1840000,2,3,0,0.16,18
79.567000,0.90800000,1,2,0,0.16,19
101.70800,1.4920000,2.5,3,0,0.17,16
162.91300,2.0110000,2.5,4,1,0.99,12
75.606000,0.91200000,1.5,2,0,0.15,19
175.87400,2.1950000,2,3,1,0.45,1
159.31300,1.5610000,1.5,4,0,0.32,17
207.23700,2.6560000,2.5,4,1,0.41,1
205.39700,2.4250000,2.5,4,1,0.42,0
79.116000,0.90800000,1,2,0,0.15,19
161.92300,1.1580000,1.5,3,0,0.57,7
133.15500,1.3340000,1.5,3,0,0.77,7
159.78600,1.5610000,1.5,3,1,0.32,16
102.40500,1.6800000,2,3,0,0.12,15
114.51400,1.5140000,2,3,0,0.16,17
162.00600,1.6560000,1.5,3,1,0.33,17
93.815000,1.1840000,1.5,2,0,0.15,19
181.14000,2.6480000,2.5,4,1,0.43,0
137.30900,1.0920000,1.5,3,0,0.35,33
136.55100,1.8800000,2,3,0,0.62,7
107.04900,1.5920000,2,3,0,0.16,16
163.52400,2.5160000,2,3,1,2.96,40
181.14000,2.3100000,3,4,1,0.56,31
317.12000,3.0760000,3.5,4,1,0.92,0
77.547000,0.90800000,1,2,0,0.16,19
81.762000,0.91200000,1.5,2,0,0.15,19
147.51700,1.6800000,1,4,0,0.45,27
263.22600,3.3550000,2.5,4,1,0.83,1
163.19100,1.8860000,2.5,3,1,0.43,16
125.92000,1.6050000,2.5,3,1,0.15,0
164.62300,1.7720000,2,3,1,0.29,0
161.56200,2.0440000,2.5,3,1,0.37,16
163.78100,1.1240000,1,3,0,0.45,26
235.15200,3.1920000,3,4,1,0.11,2
120.63900,1.4980000,1.5,2,1,0.18,0
123.83400,1.0920000,1,5,0,0.33,72
76.342000,0.89600000,1,2,0,0,48
79.982000,1.5720000,1.5,4,0,0.39,41
69.152000,0.98600000,1,3,0,0.06,133
71.647000,2.0870000,2.5,3,1,0.56,0
140.76500,1.5960000,1.5,3,0,0.28,49
91.792000,0.90800000,1,2,0,0.16,17
134.86500,1.5000000,1.5,3,1,0.49,31
139.07900,1.7190000,1.5,3,1,0.53,25
244.44300,2.8100000,2.5,4,1,0.74,14
162.09100,1.8060000,2.5,3,1,1.59,0
263.22600,3.3550000,2.5,4,1,0.83,1
126.01000,1.7600000,1,4,1,0.52,37
173.10200,1.8960000,1.5,3,1,0.42,17
120.63900,1.4980000,1.5,2,1,0.18,0
139.07900,1.2480000,2,3,0,0.75,37
189.65400,2.3200000,2.5,4,1,0.65,16
89.432000,1.1320000,1,2,1,0.16,25
196.31700,2.3590000,2.5,4,1,0.61,1
209.12200,3.4760000,2.5,4,1,0.34,20
140.60200,1.6930000,1.5,3,1,0.37,26
170.56700,1.5850000,1.5,3,1,0.95,16
111.87500,1.7580000,2,3,0,0.3,25
225.88500,2.5240000,2.5,4,1,0.48,6
163.65200,1.9080000,2.5,3,1,0.27,25
119.85800,1.4760000,1.5,3,1,0.22,24
212.83000,2.2660000,2.5,4,1,0.26,0
142.90700,1.9200000,2,3,1,0.59,31
193.52400,1.7300000,2.5,3,1,0.66,1
189.83600,1.7260000,2,3,1,0.06,26
154.43200,1.6440000,2.5,4,1,0.3,20
248.20400,1.9080000,2,3,1,0.26,0
175.51400,2.4750000,2.5,4,1,0.59,35
297.02400,3.0200000,2.5,4,1,0.77,2
175.51400,2.3100000,2.5,5,1,0.45,36
201.61600,2.1190000,2.5,4,1,0.76,16
562.54600,5.2280000,4,4,1,0.45,14
172.81400,2.0560000,1.5,4,1,0.42,35
232.89400,2.5000000,2.5,4,1,0.57,0
169.12400,2.5760000,2.5,5,1,0.69,34
232.21900,2.5410000,2.5,4,1,0.49,5
247.52000,2.4450000,2.5,4,1,0.38,18
224.92800,2.1850000,2.5,3,1,0.74,14
294.13300,3.9810000,3,4,1,0.69,0
228.80600,2.5770000,2.5,4,1,0.29,0
170.60000,1.7280000,2.5,3,1,0.27,0
175.78400,1.8370000,1.5,3,0,0.52,18
229.05500,2.5000000,2.5,4,1,0.5,0
157.51300,1.9100000,2.5,4,1,0.58,19
308.75000,2.9580000,2.5,4,1,0.92,0
202.15700,2.5640000,2.5,4,1,0.59,30
241.88500,2.6040000,3,4,1,0.24,0
297.38000,2.9060000,2.5,4,1,0.62,2
119.75100,1.4800000,1.5,3,0,0.11,17
175.32100,2.6480000,2.5,6,1,0.57,41
153.12900,1.8720000,1.5,4,1,0.56,32
156.67900,1.9110000,1.5,4,1,0.43,35
102.08600,1.3020000,1.5,2,0,0.06,16
149.93300,1.6640000,2,3,1,0.38,25
228.37500,2.5120000,2.5,4,1,0.04,0
261.87200,2.3800000,2.5,3,1,0.95,9
161.11800,1.8870000,2.5,4,1,0.56,27
190.85600,2.0860000,2.5,4,1,0.46,14
140.70100,1.5540000,2,2,1,0.53,20
368.39600,3.3580000,3.5,4,1,0.58,9
250.97600,2.3940000,2.5,4,1,0.6,0
180.03200,2.0660000,2.5,4,1,0.41,32
332.88800,3.1110000,2.5,4,1,0.5,3
177.45200,2.4020000,2.5,4,1,0.47,28
219.26200,2.3270000,2.5,4,1,0.29,10
254.32700,2.5410000,2.5,4,1,0.5,5
197.10500,1.8940000,2,3,1,0.34,0
166.88800,1.7400000,1.5,3,0,0.46,26
115.40100,1.4800000,1.5,3,0,0.18,18
208.61000,1.7520000,2.5,3,1,0.74,10
107.89200,1.3750000,1.5,2,1,0.2,20
143.29400,1.9180000,2,3,1,0.3,29
282.37300,2.7930000,2.5,3,1,0.01,21
239.30100,2.6190000,2.5,4,1,0.4,0
143.21000,1.7440000,1.5,4,1,0.57,35
379.67800,3.7200000,4,5,1,0.8,0
221.26300,2,2.5,3,0,0.73,22
111.26400,1.1420000,1.5,3,0,0.19,18
252.87200,2.6120000,2.5,4,1,0.56,23
172.31500,2.0080000,2.5,4,1,0.32,0
182.06800,2.0350000,2.5,4,1,0.43,35
94.405000,1.3750000,1.5,2,0,0.09,22
26.130000,0.82200000,1,2,0,0.56,173
308.21800,3.5970000,2.5,4,1,0.51,0
117.16400,1.5360000,1,2,1,2.84,55
173.63900,1.9100000,2.5,4,1,0.37,18
282.28900,3.0170000,3.5,4,1,0.49,0
198.08300,1.9710000,2.5,4,1,0.49,7
100.30600,1.3140000,1.5,2,0,0.1,19
181.22500,1.9440000,2.5,4,1,0.26,25
103.67700,1.3750000,1.5,2,1,0.08,21
86.651000,1.1400000,1.5,2,0,0.08,18
96.934000,1.4800000,1.5,3,0,0.08,19
130.65000,2.1100000,2,3,1,0.92,52
105.84300,0.97200000,1,3,0,0.36,40
114.51300,0.96000000,2,2,0,0.63,11
160.42600,2.2620000,2,4,0,0.46,21
105.36300,0.86400000,1,3,0,1,128
189.99500,2.1500000,2,4,0,1.2,104
104.08400,1.1700000,2,2,0,2.5,10
210.08100,1.5960000,1,3,1,3.14,29
137.50800,1.5300000,2,3,1,0.48,20
111.43600,1.3800000,1.5,3,0,0.14,2
74.422000,1.7080000,1,2,1,0.87,39
107.91200,1.3080000,1,3,0,0.46,26
123.75700,1.4160000,1.5,3,0,1.94,5
139.80000,1.9000000,1.5,3,1,0.37,12
77.921000,1.7040000,1,2,0,2.5,177
145.12300,1.3720000,1.5,3,0,0.69,26
104.41200,1.4800000,1.5,2,1,0.17,15
391.84200,3.0030000,3.5,4,1,0.46,88
118.46800,1.2980000,1,3,1,0.17,44
176.69800,1.7720000,2.5,3,1,0.06,14
63.852000,1.5360000,1.5,4,1,0.46,30
212.10300,1.4000000,2,3,1,0.98,25
146.61100,1.5800000,1.5,5,0,1,26
113.44400,1.6560000,1,3,0,0.1,94
47.630000,1.2350000,1,3,1,0.32,84
63.101000,1.6280000,1,2,0,0.06,124
51.183000,1.1440000,1,3,0,0.64,15
92.436000,1.3000000,1,3,0,1.08,10
114.51300,1.5600000,1.5,3,0,1.59,5
177.60400,2.1720000,1,6,1,2,114
269.06300,3.3190000,2.5,3,0,2,20
127.30300,1.2100000,1,2,1,0.7,17
133.61200,1.7680000,1.5,4,1,0.37,48
137.50800,1.1640000,1,3,1,2,54
145.14700,1.8320000,2,4,1,0.52,47
107.30600,1.2760000,2,3,0,4.67,29
260.22800,2.0920000,2.5,4,1,3.64,0
104.41200,2.1160000,2,4,0,0.05,74
120.47600,1.2480000,2,3,0,1,14
118.40900,2.1280000,2,4,0,1,7
146.61100,1.0560000,1,2,0,9,5
85.560000,2.0680000,1,4,1,1,104
205.49800,3.0690000,3.5,4,1,1.05,13
163.47800,2.3340000,2,4,0,0.44,39
137.54000,1.5510000,1,4,0,1.95,97
116.86200,1.4560000,1,4,1,0.4,54
109.63300,0.77500000,1,2,0,0.46,47
156.60600,1.7560000,1.5,3,1,0.85,24
139.41800,1.2960000,2,4,1,0.38,51
122.22900,1.4040000,2,3,0,0.68,72
179.52400,1.6320000,2,4,1,0.57,20
111.63300,1.5640000,1,3,1,0.32,54
134.26600,1.5010000,2,3,1,0.4,44
130.23900,1.5860000,1.5,3,1,0.6,49
121.68000,1.4120000,1.5,3,0,0.35,103
199.18700,2.2230000,2.5,4,0,4.34,9
126.31100,1.3700000,1,3,1,0.45,27
265.63700,3.0300000,2.5,4,1,0.5,1
229.91500,2.1030000,2.5,4,1,0.06,6
161.47300,1.5600000,1,2,1,2,43
150.90900,1.5120000,1.5,3,0,0.6,7
287.36000,3.1330000,3,4,1,0.5,1
189.91200,2.3160000,2.5,3,1,0.54,7
109.04000,1.1980000,1,2,0,0.37,13
144.56100,1.2920000,2,3,1,0.22,4
90.678000,0.95700000,1,3,0,0.18,49
89.955000,1.2160000,1,3,0,0.21,129
122.08200,2.2560000,1.5,4,0,0.17,124
84.333000,2.0430000,1.5,4,1,0.32,94
144.57100,1.5120000,1.5,3,1,0.05,13
180.80300,1.5700000,2,3,1,0.92,14
198.62200,1.6160000,2,2,1,1,36
120.19200,1.4040000,2,3,0,6.13,7
163.10200,1.5520000,1.5,3,1,0.46,9
184.51500,1.4720000,1.5,4,1,0.7,3
189.65400,2.3670000,2.5,4,1,0.36,4
135.82000,1.4750000,2,3,1,0.46,20
150.02200,1.6320000,2.5,4,1,0.5,30
189.77600,1.9640000,2.5,4,1,0.48,6
196.60300,2.0640000,2.5,4,1,0.84,3
161.83900,1.6010000,1.5,3,1,0.03,8
202.83600,2.2840000,1.5,3,1,0.28,29
156.79700,1.6720000,2.5,3,1,0.15,0
222.19800,2.4950000,2.5,4,1,0.41,26
103.26200,1.1760000,1.5,2,0,0.22,31
253.54500,1.4980000,1,2,1,0.4,51
116.17000,1.2720000,1,3,0,0.26,31
112.50900,1.1380000,1,3,0,0.14,98
355.52900,2.1860000,2.5,3,0,1.4,12
204.64300,1.7430000,2.5,3,1,0.15,0
135.01100,2.4880000,2,3,1,0.41,24
106.65900,0.93600000,1,3,0,0.4,34
323.81900,2.5920000,3,3,0,0.16,1
135.01100,1.3270000,2,2,1,0.67,35
126.01000,0.86400000,1.5,3,0,0.16,37
216.01800,1.2160000,1.5,3,0,0.14,75
446.43600,3.4670000,2.5,4,1,0.34,3
133.15500,1.4800000,2.5,3,1,0.03,16
146.47100,0.89200000,1,2,0,0.29,113
329.48400,2.7860000,2.5,4,1,0.39,0
509.48800,3.5300000,3.5,4,1,2.05,0
110.96300,1.5680000,1.5,3,0,0.05,18
300.93100,0.84700000,1,2,0,0.55,78
255.30300,2.2420000,2.5,3,0,0.07,0
150.90900,1.3740000,1.5,3,0,0.18,44
184.10900,1.9200000,2.5,3,1,0.16,0
173.44600,2.1240000,2.5,3,1,0.14,0
127.74000,1.4800000,2.5,3,1,0.03,16
213.04800,2.0220000,2.5,3,1,0.48,0
114.07000,1.0980000,1,2,0,0.1,113
205.94700,1.2240000,1,2,0,0.27,63
209.22600,2.5500000,2.5,3,1,0.46,0
134.37800,1.2790000,1,3,0,0.28,31
113.37100,1.1770000,1.5,3,0,0.17,36
261.30100,1.8590000,1.5,3,0,0.14,85
218.73400,2.2190000,2.5,4,1,0.3,15
254.94400,2.5790000,2.5,4,1,0.72,0
143.25200,1.5680000,1.5,3,0,0.16,18
99.463000,0.91200000,1,3,0,0.26,31
123.06400,1.2090000,1,2,0,0.19,73
243.30500,2.2420000,2.5,3,0,0.08,0
212.84600,2.2700000,2.5,3,1,0.46,0
378.46500,3.4570000,2.5,3,1,1,20
263.40800,1.7380000,2,3,0,0.22,5
189.65400,1.3340000,1.5,2,0,0.13,122
357.38400,2.3220000,2.5,3,1,0.27,0
265.51500,1.8700000,2.5,3,1,0.11,4
168.49700,1.8880000,2,3,0,0.39,6
132.08800,1.3680000,1,3,0,0.24,33
130.51800,1.2000000,1.5,3,0,0.32,1
92.519000,1.3680000,1,3,0,0.38,34
229.76100,2.2300000,2.5,3,0,0.62,1
231.29800,1.8000000,2.5,3,1,0.07,16
152.82200,1.0430000,1,3,0,0.15,104
224.88800,1.2000000,1,2,0,0.16,65
738.91900,4.3720000,5,7,1,0.68,144
244.12400,2.3460000,2.5,4,1,0.35,0
148.98900,0.79200000,1,3,0,0.13,36
236.93600,2.3000000,2.5,3,1,0.07,16
261.03100,2.2800000,2.5,4,1,0.47,24
246.97600,1.6520000,1.5,3,1,0.05,4
120.47600,2.2380000,1.5,3,1,0.21,114
168.06500,1.0160000,2,2,0,0.01,41
173.79400,1.9700000,2.5,4,1,0.59,18
213.90100,1.6800000,2,3,1,0.39,27
217.79700,1.3860000,1.5,2,0,0.23,92
171.88500,1.5500000,2.5,2,1,0.07,16
286.47400,2.0580000,2.5,4,1,1.33,26
763.93100,4.3900000,3.5,4,1,0.4,2
882.34100,5.6320000,5.5,4,1,5.88,2
174.94000,1.1260000,2,3,1,0.22,46
261.64700,1.8500000,2.5,4,1,0.19,16
138.42400,1.6730000,1,3,1,0.29,27
148.96700,2.2080000,2.5,3,1,0.05,17
200.94000,1.1160000,2,3,0,0.24,38
234.42900,1.4700000,2.5,3,0,0.13,3
476.30100,2.9860000,2.5,4,1,2.37,12
333.41100,3.3560000,2.5,4,1,0.34,6
247.63900,1.0160000,2,2,0,0.01,41
122.79600,1.6120000,1,3,1,0.29,34
279.08300,1.9080000,2,3,1,0.22,16
177.12400,1.0640000,1,2,1,0.1,77
160.00700,2.0780000,1.5,4,0,0.22,33
154.79800,2.4700000,2.5,4,1,0.34,26
373.22700,2.0580000,1.5,2,1,0.23,49
122.25700,1.4000000,1.5,3,0,1,17
165.21300,1.6640000,3,3,0,0.99,10
128.04000,1.4880000,2.5,3,1,2.15,1
120.47600,1.1200000,2,3,0,0.73,7
64.174000,0.67200000,1,2,0,0.36,46
124.49200,1.1640000,2,3,0,0.34,8
111.53400,1.0320000,1,3,0,0.75,4
114.59000,1.7360000,2,3,1,0.38,37
97.783000,1.0610000,1,3,1,0.92,48
64.552000,1.2980000,1,3,0,0.24,106
114.23800,1.1640000,2,3,0,0.64,7
57.678000,0.92400000,1,1,0,0.17,104
89.232000,0.96000000,1,3,0,1,51
72.189000,1.5940000,1.5,4,0,0.21,81
210.08100,2.0080000,2.5,4,1,0.46,19
126.04900,1.2680000,1,3,1,0.56,25
98.790000,1.4800000,1.5,3,1,0.08,16
103.40800,1.0340000,1.5,2,1,0.21,14
102.80600,1.4800000,1.5,3,1,0.08,15
159.84300,1.3500000,1.5,2,1,0.68,1
111.35300,1.2480000,1.5,3,0,1.28,0
234.95400,2.2940000,3.5,4,1,0.52,0
103.25600,1.4920000,1.5,3,0,0.15,16
81.580000,1.3360000,1.5,2,1,0.35,20
229.18000,2.3100000,2.5,4,1,1.4,3
116.88200,1.5420000,2.5,3,0,0.25,10
154.23800,1.9840000,2.5,2,0,0.27,11
100.83900,1.4800000,1.5,2,0,0.12,17
122.25700,1.8560000,1.5,3,1,0.6,36
128.04000,1.6880000,1,3,1,0.03,29
102.80600,1.2480000,1,3,1,0.96,46
236.05500,2.4050000,2.5,4,1,1.63,16
91.672000,1.3920000,1.5,3,0,0.26,21
130.75700,1.3940000,1,4,0,0.46,33
200.79300,1.9400000,2,3,0,0.85,9
202.83600,2.0680000,2.5,4,1,0.46,17
60.238000,1.6640000,1.5,3,0,0.21,76
40.932000,1.3200000,1,3,0,0.17,90
92.519000,1.2810000,2.5,2,1,0.02,19
148.69200,1.3970000,1.5,2,1,0.76,14
123.91000,1.6200000,2.5,3,1,0.86,1
103.25800,1.3440000,1.5,3,0,0.64,16
394.53200,3.3610000,3.5,4,1,0.71,1
187.10400,2.0400000,2.5,4,1,0.65,1
97.476000,1.2190000,1.5,2,0,0.01,19
125.56200,1.2530000,1.5,2,1,0.21,16
208.04800,1.8760000,2.5,3,1,0.24,1
334.55600,3.2960000,2.5,4,1,0.61,6
134.93300,1.4960000,1,3,1,0.25,37
178.14000,2.2000000,2.5,4,1,0.61,1
345.36400,3.3080000,2.5,4,1,0.66,7
285.50000,3.3280000,2.5,4,1,0.35,0
228.90400,1.8240000,2.5,3,1,0.18,11
207.01800,2.1470000,2.5,4,1,0.61,9
257.01500,2.0930000,2.5,3,1,0.46,1
160.63500,1.3360000,2,3,0,0.32,11
329.22100,2.9340000,2.5,3,1,0.66,9
136.49900,1.1520000,1,3,0,0.8,36
121.27900,1.3480000,2.5,2,1,0,18
240.95200,2.3760000,2.5,4,1,0.06,10
340.54500,2.9260000,3,4,1,0.84,11
176.84600,2.2490000,2.5,4,1,0.59,1
312.44800,2.9190000,2.5,4,1,0.05,5
314.91200,3.4230000,2.5,4,1,0.38,0
171.88500,1.5360000,2.5,3,1,0.72,7
225.74200,2.2160000,2.5,3,1,0.5,8
240.63900,2.5720000,2.5,4,1,0.94,9
236.74200,2.4120000,2.5,4,1,0.55,10
99.311000,1.2810000,2.5,2,1,0.01,18
136.19200,1.6230000,1.5,4,1,0.44,36
223.26600,2.6190000,2.5,4,1,0.53,4
133.21500,1.3640000,1.5,2,1,0.14,19
77.650000,1.6200000,1.5,4,0,0.04,99
150.50500,1.7850000,2.5,3,0,0.17,1
169.34300,1.7960000,2.5,3,0,0.92,14
115.56600,1.1840000,2,3,0,0.15,17
154.52800,1.7850000,2.5,3,0,0.16,1
218.18400,2.6550000,2.5,4,1,0.37,1
366.77200,3.2000000,2.5,4,1,1.27,1
199.99000,2.0110000,2.5,4,0,0.67,12
303.59900,3.3290000,1.5,3,0,0.62,14
94.774000,1.2400000,1.5,2,0,0.15,17
98.389000,1.1840000,1.5,2,0,0.15,18
110.11500,1.3850000,1.5,2,1,0.16,17
160.34900,1.7320000,1.5,3,1,0.31,17
75.094000,0.72800000,1,2,0,0.06,22
152.40400,1.5080000,2,3,1,0.33,16
154.31400,1.4660000,1,3,1,0.23,62
99.311000,0.69000000,1,3,0,0.04,114
110.77000,0.91100000,1,2,0,0.12,114
157.37000,1.6560000,1.5,3,1,0.33,19
148.20300,1.7820000,1.5,3,0,0.34,36
85.585000,0.91200000,1.5,2,0,0.16,20
